gene_id,MEF,Naive_CD4T,Naive_CD8T,mESCJ1,DP,Th2,Th2a,RAVCrep1,RAVCrep2
Slx4,20.35,9.154,4.925,10.745,63.128,13.905,19.642,12.168,12.168
Dnase1,3.401,8.008,5.86,2.667,18.111,6.234,1.13,4.302,4.302
Trap1,101.627,53.691,30.462,189.564,162.645,101.929,76.142,82.509,82.509
Crebbp,42.466,20.997,8.264,11.55,123.615,12.644,2.043,28.846,28.846
4930455F16Rik,0,0,0,0,0,0,0,0,0
Gm5766,0,0,0.041,0,0.629,0,0.746,0.038,0.038
Adcy9,3.34,0.655,0.083,1.655,4.76,0.807,1.73,0.401,0.401
Srl,2.05,0.302,0.041,33.628,5.831,1.544,0.829,1.053,1.053
Tfap4,7.351,7.624,3.851,25.497,26.688,15.401,0.977,22.034,22.034
Glis2,72.229,0.239,0.136,30.604,4.698,3.747,0.489,5.171,5.171
Pam16,8.576,6.38,6.371,72.948,5.258,45.854,3.206,41.765,41.765
Coro7,11.451,31.352,8.958,11.658,173.799,189.322,118.296,123.028,123.028
Vasn,107.481,1.901,0.987,2.63,60.981,15.307,0,2.77,2.77
Dnaja3,50.876,25.007,10.123,97.588,39.49,42.876,28.201,40.99,40.99
Nmral1,12.383,3.319,0.479,36.598,37.022,23.457,66.657,27.401,27.401
Hmox2,44.618,30.137,13.143,54.382,143.274,92.979,91.763,189.868,189.868
Cdip1,20.19,18.56,7.858,30.26,68.505,14.262,15.738,13.826,13.826
4930562C15Rik,0.27,0.588,0.139,0.021,2.491,0.236,0,0.098,0.098
Ubald1,97.02,18.913,7.79,44.807,103.811,35.872,41.921,84.302,84.302
Mgrn1,79.02,19.339,7.985,36.084,53.515,29.373,56.515,36.073,36.073
Gm16861,1.643,1.094,0.214,0.31,6.229,0,0.385,0.391,0.391
Nudt16l1,23.781,24.387,21.946,85.408,67.964,35.262,86.924,63.585,63.585
Anks3,18.41,33.531,13.357,4.014,75.481,20.206,23.638,9.044,9.044
4930451G09Rik,0.366,0.591,0.332,0.223,1.318,0,0.312,0.132,0.132
Sept12,0,0,0,0,0,0,0,0,0
Smim22,0,0,0,1.824,0,0,0,0,0
Rogdi,14.134,2.032,0.734,33.531,10.426,12.663,22.883,7.367,7.367
Glyr1,96.12,54.792,27.085,143.117,220.064,103.558,44.962,120.383,120.383
Ubn1,27.891,40.018,15.997,13.812,178.834,44.534,12.565,60.774,60.774
Ppl,0.306,0.12,0.065,1.336,0.991,0,0,0,0
Sec14l5,0,0,0,0.372,0,0.193,0,0,0
Nagpa,15.984,12.04,5.473,15.477,33.186,15.676,32.13,25.561,25.561
AU021092,0.97,0.505,0.149,0,0.604,0,0,0,0
Alg1,22.623,18.578,9.811,10.974,28.995,19.015,42.589,17.447,17.447
Eef2kmt,11.129,16.512,7.606,19.593,7.75,14.573,30.458,12.837,12.837
Rbfox1,0.621,0,0,0.072,0.076,0,0,0,0
1700123O21Rik,0,0,0,0,0,0,0,0,0
Tmem114,0,0,0,0.113,0,0,0,0,0
Mettl22,10.816,10.334,6.292,17.714,17.685,17.212,47.172,11.174,11.174
Abat,9.926,0.237,0.035,2.85,4.115,0,3.182,0.517,0.517
Tmem186,13.57,17.775,10.004,11.435,46.392,13.349,5.431,16.645,16.645
Pmm2,62.391,43.64,19.041,35.78,94.112,63.71,96.403,51.009,51.009
Carhsp1,114.441,4.296,2.196,47.955,37.986,33.475,44.515,16.026,16.026
Usp7,94.096,70.781,34.407,275.57,436.879,89.782,42.118,114.601,114.601
1810013L24Rik,62.71,18.566,8.613,24.817,68.293,15.421,21.646,23.811,23.811
Grin2a,0,0,0,0.245,0,0,0,0,0
Rpl39l,24.441,0.359,0.254,82.846,0,2.246,9.16,1.953,1.953
Atf7ip2,0.841,0,0,12.741,0,0,0,0.028,0.028
Emp2,110.304,0,0,1.61,0,0,0,0,0
Gm1600,0,0,0,0.018,0.092,0,0,0,0
Tekt5,0,0,0.023,0.178,0.466,0,0,0.042,0.042
Nubp1,37.192,15.655,12.607,66.248,45.79,46.516,118.363,34.084,34.084
Tvp23a,6.946,3.411,1.536,2.157,5.778,2.054,1.34,0.476,0.476
Ciita,0.025,0.424,0.095,0.053,1.175,0,0.344,0.337,0.337
Dexi,20.235,10.683,3.239,5.98,65.376,36.12,77.503,52.218,52.218
Clec16a,13.007,4.633,2.214,10.288,34.465,11.22,9.778,14.505,14.505
Socs1,5.413,3.406,4.703,3.604,284.895,184.644,81.278,326.182,326.182
Tnp2,0,0.315,0.297,0,4.523,23.832,93.307,1.497,1.497
Prm3,0,0,0,0,0,0,0,0,0
Prm2,0,0,0,0,0.678,0,0,0,0
Prm1,0,1.443,0.818,0,13.476,3.39,0,0.561,0.561
Rmi2,2.136,1.004,1.127,2.878,67.869,21.155,8.992,18.498,18.498
Gm21859,0.283,0,0,0,0.397,0,0,0,0
Litaf,151.172,2.607,1.463,51.703,1.854,35.763,34.543,15.459,15.459
Gm4262,1.118,0.058,0.062,0.199,0.418,0,0.297,0,0
Snn,28.568,9.938,0.971,14.57,60.662,2.956,4.975,46.998,46.998
Txndc11,39.356,11.637,7.088,15.865,39.835,25.355,29.622,23.785,23.785
Zc3h7a,96.893,49.582,21.961,12.168,162.8,117.756,60.87,25.57,25.57
Rsl1d1,297.955,55.54,31.222,553.563,174.065,280.926,189.888,162.605,162.605
2610020C07Rik,4.117,2.196,1.271,0.587,5.577,3.145,3.01,0.764,0.764
Gspt1,144.009,12.309,6.1,150.12,98.3,83.577,60.845,62.667,62.667
Mir1945,3.793,0,0,2.028,0,0,0,0.96,0.96
Tnfrsf17,0,0,0,0.585,0.511,0,0,0,0
Snx29,4.103,6.858,5.061,9.65,27.279,1.768,1.888,5.164,5.164
4833415N18Rik,0.148,0,0,0,0,0,0,0,0
Cpped1,53.384,2.428,1.029,25.133,14.481,8.996,8.417,14.194,14.194
Gm9961,1.37,0.321,0.303,0,0,0,0,0,0
Shisa9,0,0,0,0,0,0,0,0,0
1700003L19Rik,0,0,0,0,0,0,0,0,0
Ercc4,11.388,8.45,5.296,6.078,24.311,6.676,8.536,11.803,11.803
Mkl2,22.913,2.647,1.106,5.827,18.778,3.319,2.954,6.838,6.838
Mir193b,0,0,0,0,0,0,0,0,0
Mir365-1,0,0,0,0,0,0,0,0,0
Mir6365,0,0,0,0,0,0,0,0,0
2310015D24Rik,0.101,0,0,0,0,0,0,0,0
Parn,36.703,9.311,5.623,57.411,46.866,18.223,27.644,33.221,33.221
Bfar,28.818,26.629,12.27,20.127,62.687,34.166,47.437,31.581,31.581
3110001I22Rik,5.234,7.275,1.98,10.509,16.73,10.1,11.534,5.901,5.901
Pla2g10,0.185,0,0,31.684,0.517,0,0,0,0
Pla2g10os,0,0,0,1.195,0,0,0,0,0
Rrn3,103.692,24.568,10.684,236.564,66.034,43.842,16.558,40.13,40.13
Ntan1,62.829,19.397,13.454,73.672,82.28,60.187,123.981,102.864,102.864
Pdxdc1,91.871,26.172,10.662,41.636,50.968,32.693,12.761,25.045,25.045
Mpv17l,2.281,0.34,0.264,5.545,0.232,0.507,0.165,0.672,0.672
Ifitm7,0,0,0,0.091,0,0,0,0.087,0.087
2900011O08Rik,0.126,0.049,0.069,9.137,0,0.768,0.125,1.144,1.144
Marf1,23.566,17.838,7.073,11.166,109.202,27.358,6.077,36.226,36.226
Mir484,0,0.862,1.221,0,12.377,0,0,0,0
Nde1,101.527,26.21,14.458,98.249,176.353,80.083,129.723,96.81,96.81
Myh11,49.987,0.07,0.049,0.179,0.125,0.954,0.044,0.011,0.011
Fopnl,84.785,31.995,16.393,36.384,86.603,61.664,130.046,77.22,77.22
Abcc1,224.478,14.009,7.063,25.313,5.31,49.883,48.701,16.307,16.307
A630010A05Rik,0,0,0,0.049,0,0,0,0,0
Snai2,58.555,0,0,0.472,0,0,1.907,0,0
Efcab1,0,0,0,0.421,0,0,0,0,0
Ube2v2,5.122,1.049,0.611,8.539,5.63,2.532,1.201,5.984,5.984
Mcm4,138.328,28.619,18.095,232.969,185.083,165.356,170.601,122.361,122.361
Prkdc,9.536,13.863,7.286,8.439,20.644,8.452,9.076,9.833,9.833
Mzt2,18.162,8.632,5.588,38.616,57.886,43.409,66.872,26.087,26.087
Cebpd,42.874,0,0.036,0.7,0.367,0.8,1.175,0.066,0.066
Spidr,16.637,9.098,4.425,35.155,21.358,19.011,16.54,13.209,13.209
Pkp2,107.201,0.02,0.057,38.365,0,6.254,6.835,0,0
Yars2,45.209,6.658,4.664,57.825,26.389,29.905,34.381,19.385,19.385
Dnm1l,114.639,20.445,9.798,74.183,78.268,56.631,20.998,49.013,49.013
Fgd4,2.361,0,0.009,2.616,0,0.104,0,0,0
Olfr19,0,0,0,0.085,0,0,0,0,0
4933404G15Rik,0,0,0,0,0,0,0,0,0
Spag6,0,0,0,0.545,0.168,0,0,0.091,0.091
Rpl31-ps12,0,0.477,0.507,0.163,2.57,0.934,0.609,19.95,19.95
Igll1,0,0,0,0.637,0,0,0,0,0
Vpreb1,0,0.15,0.106,0.927,2.16,1.177,0,0.292,0.292
Top3b,35.846,31.923,18.174,59.728,69.925,21.843,45.85,36.679,36.679
Ppm1f,43.723,19.827,8.539,44.711,54.636,16.676,18.056,34.429,34.429
Mapk1,152.785,34.957,16.932,147.979,162.148,69.543,41.964,139.223,139.223
Ypel1,0.788,2.229,0.817,3.659,14.212,0.301,0.491,0.922,0.922
Ppil2,55.1,52.198,32.037,62.905,172.741,67.89,107.108,98.64,98.64
2610318N02Rik,2.688,2.326,1.001,49.866,55.679,30.347,20.268,10.701,10.701
Mir130b,0,0,0,0,0,0,0,0,0
Mir301b,0,1.786,0,0,8.549,0,0,0.772,0.772
Sdf2l1,73.298,9.432,5.02,37.271,68.11,282.289,36.734,48.37,48.37
Ccdc116,1.494,0.326,0.106,1.357,0.682,1.805,0.762,0.492,0.492
Ydjc,20.509,0.7,0.403,40.275,6.283,42.802,27.259,21.151,21.151
Ube2l3,108.355,12.172,6.677,140.726,109.82,90.606,77.436,188.52,188.52
Rimbp3,0,0.02,0.189,0.771,0.213,0.309,0.101,0.051,0.051
Hic2,2.894,1.448,0.845,37.116,10.858,1.783,0.791,1.004,1.004
Tmem191c,0.946,8.324,1.975,2.922,77.746,5.136,9.007,4.785,4.785
Pi4ka,43.039,36.433,15.389,28.921,108.707,44.208,61.546,58.277,58.277
Serpind1,0.068,0.528,0.093,0.036,2.274,0,0.27,0.034,0.034
Snap29,32.414,13.072,6.542,14.799,37.333,10.931,15.641,40.108,40.108
Crkl,56.507,23.735,12.601,62.192,121.027,29.357,18.689,58.799,58.799
Aifm3,0,0,0,1.145,0,0,0,0,0
Lztr1,66.826,35.204,20.29,22.4,90.454,44.355,68.42,62.111,62.111
Thap7,41.304,21.974,6.992,17.331,60.202,54.363,103.126,41.027,41.027
Lrrc74b,0,0,0,0.071,0.186,0,0,0,0
P2rx6,0.252,0,0,0.101,0,0,0,0,0
Slc7a4,0.137,0.34,0.089,1.224,0.128,0.42,1.917,0.278,0.278
Smpd4,27.182,8.752,3.428,62.471,73.79,28.007,26.433,20.189,20.189
Ccdc74a,6.135,0.723,0.32,0.619,10.382,0.354,0.231,1.347,1.347
Med15,99.194,10.947,7.584,30.153,149.447,26.86,42.716,58.052,58.052
Klhl22,64.304,8.05,5.889,32.454,57.493,24.861,16.448,21.014,21.014
Scarf2,76.609,0.017,0,0.311,0,1.095,0,0.091,0.091
B830017H08Rik,0,0.722,0.073,0.141,2.964,0,0,0,0
Car15,1.874,7.263,3.553,0.215,34.898,0.818,4.271,1.626,1.626
Dgcr2,62.343,29.669,11.459,56.187,132.455,37.786,33.116,49.821,49.821
Tssk1,0.102,0.477,0.169,0.109,1.429,0,0,0.103,0.103
Tssk2,0.107,0.79,0.56,0.285,1.494,0,0.425,0.216,0.216
Dgcr14,24.28,19.689,9.756,30.315,42.479,25.475,38.997,25.393,25.393
Gsc2,0,0.08,0,0.218,0,0,0.407,0,0
Slc25a1,91.686,11.905,6.239,137.148,32.865,99.125,48.16,52.325,52.325
Vpreb2,0,0,0,0,0,0,0,0,0
Dgcr6,32.948,2.067,1.51,30.88,138.058,31.845,60.831,19.436,19.436
Prodh,3.629,1.062,0.125,20.479,88.814,1.386,0.775,0.82,0.82
Rtn4r,11.051,0,0,0.084,0,0.241,0,0,0
Mir6366,0,0,0,0,0,0,0,0,0
4933432I09Rik,0,0.075,0.027,0,6.479,0,0,0.146,0.146
Zdhhc8,48.196,5.112,3.898,16.739,176.914,17.734,4.665,64.734,64.734
Ranbp1,654.234,67.903,40.175,836.145,430.219,703.979,549.717,241.422,241.422
Trmt2a,28.39,22.71,12.755,31.567,77.662,41.101,82.06,22.715,22.715
Dgcr8,44.537,21.018,12.399,38.61,85.284,35.41,8.447,28.895,28.895
Mir1306,0,0,0,0,0,0,0,0,0
Gm24572,0,0,0,0,0,0,0,0,0
Tango2,18.467,12.318,6.24,16.46,62.991,18.808,92.533,16.414,16.414
Mir185,2.276,2.665,0.629,0,6.379,0,0,0,0
Arvcf,6.487,1.031,0.316,16.434,27.314,0.538,0.41,0.52,0.52
Comt,110.024,3.585,2.028,19.217,21.769,41.621,57.144,38.736,38.736
Txnrd2,9.629,7.122,3.07,9.344,5.659,25.387,37.157,12.966,12.966
Gnb1l,3.804,2.425,1.468,6.264,18.579,4.603,8.034,3.64,3.64
Tbx1,1.214,0,0,0.081,0,0,0,0.115,0.115
Gp1bb,4.399,0,0,0.038,0,0.217,0,0,0
Sept5,86.381,0,0.058,1.86,0.585,2.975,0,0.141,0.141
Cldn5,0,0,0,1.508,0,0,0,0,0
Cdc45,32.099,1.751,0.878,53.713,107.966,82.257,133.224,34.334,34.334
Ufd1l,83.378,20.654,12.457,53.586,110.309,67.481,121.757,55.126,55.126
2510002D24Rik,12.368,35.758,12.348,4.752,67.313,27.882,76.846,17.619,17.619
Mrpl40,67.866,21.18,13.877,140.45,87.252,65.549,147.887,74.497,74.497
Hira,33.45,11.553,7.344,69.024,98.882,41.879,9.499,39.201,39.201
Olfr164,0,0,0,0,0,0,0,0,0
Olfr165,0,0,0,0,0,0,0,0,0
Olfr166,0,0,0,0,0,0,0,0,0
Olfr167,0,0,0,0,0,0,0,0,0
Olfr168,0,0,0,0,0,0,0,0,0
Olfr169,0,0,0,0,0,0,0,0,0
Olfr170,0,0,0,0,0,0,0,0,0
Olfr171,0,0,0,0,0,0,0,0,0
Lamp3,0,0,0,0.071,0.496,0,0.088,0.134,0.134
B3gnt5,26.963,1.92,2.871,9.191,7.319,0.928,0.303,0.784,0.784
A930003A15Rik,0,0,0.036,0,111.309,0,2.884,0,0
Klhl6,0.308,151.87,65.993,0.033,209.305,91.525,182.971,179.27,179.27
Klhl24,7.858,24.571,11.822,17.176,110.192,8.116,3.884,19.6,19.6
Yeats2,30.557,11.36,7.685,18.076,54.484,12.617,7.51,9.102,9.102
Map6d1,0.768,0.758,0.187,0.87,1.773,0,0,0.023,0.023
Parl,69.714,26.903,15.374,136.739,72.453,110.091,128.505,51.014,51.014
Cyp2ab1,0.054,0,0.045,0.029,0.455,0,0,0,0
Abcc5,20.772,9.617,5.775,22.434,264.875,8.608,3.094,8.783,8.783
Eif2b5,93.065,47.414,19.76,181.745,107.23,81.874,88.619,78.278,78.278
Dvl3,65.625,2.62,1.413,15.163,50.971,8.112,0.599,19.264,19.264
Ap2m1,33.797,22.981,13.868,108.31,34.871,88.797,19.08,126.103,126.103
Gm15760,1.804,1.039,0.166,0.62,6.861,0.918,1.969,0.413,0.413
Abcf3,33.294,39.124,19.117,33.083,75.665,44.951,40.814,34.717,34.717
Vwa5b2,0,0.514,0.113,0.184,0.439,0,0,0,0
Mir1224,0,0,0,0,0,0,0,0,0
Alg3,40.59,6.199,2.21,34.809,23.86,22.837,55.262,28.522,28.522
Ece2,12.481,1.923,1.899,17.503,5.242,6.264,14.557,6.825,6.825
Camk2n2,9.462,0.54,0.159,2.222,2.264,1.058,1.38,1.635,1.635
Psmd2,297.269,76.006,33.421,423.541,174.387,225.328,93.321,197.683,197.683
Eif4g1,706.94,94.372,47.602,394.945,380.263,195.039,18.654,194.663,194.663
Snord66,10.202,3015.3,4590.133,1.364,42.894,0,0,0,0
Fam131a,2.475,0.356,0.234,1.881,1.826,0.199,0,0.593,0.593
Clcn2,4.911,1.663,0.381,12.849,23.662,1.488,1.861,0.513,0.513
Polr2h,48.496,19.295,14.862,317.55,62.17,94.763,79.074,62.867,62.867
Thpo,0.648,0,0.016,3.118,0,0,0,0,0
Chrd,1.904,0,0.012,3.149,0,0,0,0,0
Teddm3,0,0,0.032,0.492,0,0,0,0,0
Ephb3,11.777,0,0,17.807,0.1,0,0,0,0
Gm16863,0,0,0,0.032,0,0,0,0,0
Mir7680,0,0,0,0,0,0,0,0,0
Magef1,2.335,5.27,2.807,1.14,23.336,6.515,3.239,6.73,6.73
Vps8,20.516,6.952,4.152,14.099,18.207,7.005,5.86,15.006,15.006
2510009E07Rik,12.576,0.906,0.15,0.169,10.358,0.263,0,5.305,5.305
Ehhadh,1.474,7.251,2.894,3.206,27,5.706,0.294,9.848,9.848
1300002E11Rik,1.868,4.142,1.808,1.679,94.261,4.909,11.175,8.073,8.073
Map3k13,0.882,0.456,0.122,0.825,5.439,0.404,0.088,0.39,0.39
Tmem41a,13.716,3.399,2.618,29.572,48.207,7.982,27.345,11.732,11.732
Liph,0.307,0.03,0.011,26.5,0.859,0.234,0.076,0.427,0.427
Senp2,52.324,13.037,7.102,49.154,81.64,45.14,8.203,33.278,33.278
Igf2bp2,156.089,0.296,0.577,44.07,2.127,0.232,0.227,2.169,2.169
Tra2b,74.139,35.86,26.146,352.054,105.458,203.66,43.653,189.845,189.845
Etv5,18.695,0.106,0.171,341.614,1.519,15.137,7.485,4.152,4.152
Dgkg,0.081,0.136,0.007,0.316,39.318,0.821,0.054,0.095,0.095
9230117E06Rik,0,0,0,0,0.828,0,0,0,0
Mir8095,0,0,0,0,12.857,0,0,0,0
Crygs,0,0,0,0.894,0,0,0,0,0
Tbccd1,13.14,7.522,4.737,22.75,18.415,17.899,13.863,10.555,10.555
Dnajb11,156.801,23.552,12.764,39.8,72.268,140.094,97.704,54.843,54.843
Gm30505,0,0.261,0.301,0,0.469,0,0,0.042,0.042
Ahsg,0,0,0,1.254,0,0,0,0,0
Fetub,0.746,0,0,4.346,0,0,0,0,0
Hrg,0,0,0,0.091,0,0,0,0,0
Kng2,0.352,0,0,0,0,0,0,0,0
Kng1,0,0,0,0.191,0,0,0,0,0
Eif4a2,167.811,212.369,107.226,120.616,188.511,319.16,53.616,144.344,144.344
Snord2,89.194,1485.047,2425.446,69.804,103.661,112.997,0,15.411,15.411
Snora81,23.453,1573.351,1979.677,34.249,35.397,129.534,5.395,9.128,9.128
Rfc4,18.613,12.44,5.818,107.477,91.386,94.041,154.987,46.659,46.659
Adipoq,0,0.141,0,1.284,0,0,0,0,0
St6gal1,10.492,67.778,20.997,12.694,18.349,79.631,15.552,59.698,59.698
Rtp1,0,0,0,0,0,0,0,0,0
Masp1,68.322,0.042,0,0.69,0,0,0,0,0
Rtp4,0.47,28.19,13.285,0.604,3.69,0,2.437,2.57,2.57
Sst,0,0,0,0,0,0,2.954,0,0
Rtp2,0,0,0,0.033,0,0,0,0,0
Bcl6,4.323,5.062,2.328,1.18,285.14,1.514,0.898,4.626,4.626
Lppos,4.677,2.975,2.299,0.278,2.428,13.761,36.953,13.498,13.498
Lpp,466.592,2.483,0.841,3.516,11.095,4.351,4.112,5.143,5.143
Morf4l1-ps1,1.004,0.224,0.079,2.377,0.241,0.175,0.229,1.233,1.233
A230028O05Rik,0.371,0,0,0,0,0,0.211,0,0
Tprg,0,0,0,0,0,0,0,0,0
Trp63,0,0,0,0,0,0,0,0,0
P3h2,5.264,0,0,0.176,0,0,0,0,0
Cldn1,0.593,0,0,0.391,0,0,0,0,0
Cldn16,0,0,0,0,0,0,0,0,0
Tmem207,0,0,0,0,0,0,0,0,0
Il1rap,17.764,1.456,0.569,0.774,4.398,1.065,1.216,3.81,3.81
Gm20319,0,0,0,0,0,0,0,0,0
Gmnc,0,0,0,0.033,0,0,0,0,0
Ostn,0,0,0,0,0,0,0,0,0
Uts2b,8.327,0,0,0.095,0,0,0,0,0
Ccdc50,54.845,2.54,1.944,19.912,18.708,12.249,10.755,59.388,59.388
Gm10823,0,0,0,0,0,0,0,0,0
Fgf12,0.577,0,0,0.048,0,0,0,0,0
Mir690,0,0,0,0,0,0,0,0,0
Mb21d2,15.562,0,0,23.913,0.135,0,0,0,0
Hrasls,0.051,0,0,0.163,0,0,0,0,0
Atp13a5,0.065,0,0,0,0,0,0,0,0
Atp13a4,0,0,0,0.265,0,0,0,0,0
Opa1,46.977,16.055,7.406,35.549,51.813,27.939,20.196,32.475,32.475
Gm1968,0,0,0,0,0,0,0,0,0
4632428C04Rik,0,0,0,0,0,0,1.215,0,0
9030404E10Rik,0,0,0,0,0,0,0,0,0
Hes1,265.176,0,0.31,35.276,2,0.312,0.407,0,0
Cpn2,0.161,0,0,0,0.09,0,0,0,0
Lrrc15,98.268,0,0,1.565,0,0,0,0,0
Gp5,0.336,0.368,0,0.216,0.754,0,0.402,0.034,0.034
Atp13a3,231.259,17.79,10.541,61.436,216.088,53.121,17.916,89.557,89.557
Tmem44,3.314,0.109,0.067,1.828,0.489,0.107,0,0.035,0.035
Lsg1,58.286,34.136,17.712,110.831,73.13,70.685,52.786,42.628,42.628
Fam43a,7.312,0.056,0.04,12.658,6.473,1.764,1.247,0.852,0.852
Mir1195,0,0,0,0,0,0,0,0,0
Xxylt1,45.269,4.139,2.484,28.176,6.398,14.093,7.016,53.197,53.197
Acap2,50.761,19.474,10.455,24.368,52.429,25.06,12.673,30.134,30.134
Ppp1r2,36.275,3.345,1.355,58.081,11.196,26.738,7.022,35.735,35.735
Apod,0.856,0.056,0.197,3.204,0,0,0.142,0,0
Bdh1,10.563,19.714,9.57,18.917,93.802,37.835,17.255,37.908,37.908
Dlg1,151.654,17.212,9.054,53.224,76.521,22.336,4.399,50.008,50.008
Mfi2,0.322,0,0,0.46,0.201,0,0,0,0
Pigz,0.135,0.899,0.524,0.181,2.848,2.277,13.234,17.719,17.719
0610012G03Rik,39.723,18.644,12.927,12.907,57.222,48.241,51.529,44.066,44.066
Ncbp2,94.482,6.973,6.143,108.511,77.352,83.874,77.318,75.255,75.255
Senp5,109.699,5.56,3.118,13.626,40.784,18.767,8.056,21.307,21.307
Gm15694,5.542,2.583,1.149,1.893,1.726,4.233,2.148,0.389,0.389
Pak2,128.941,25.173,14.368,67.357,120.688,71.566,87.181,156.873,156.873
Pigx,44.23,24.495,14.251,41.873,114.342,134.684,382.225,97.155,97.155
Cep19,8.523,10.319,5.025,23.58,72.398,49.955,69.529,38.944,38.944
Nrros,1.455,28.926,15.742,3.334,105.555,65.658,67.954,49.634,49.634
Bex6,0,0,0,0,0.844,0,0,0.076,0.076
Fbxo45,26.179,6.778,3.558,18.556,44.068,22.789,11.882,15.54,15.54
Wdr53,12.814,7.522,3.571,19.332,21.316,26.419,30.74,15.339,15.339
Mir1946a,0,0,0,0,0,0,0,0,0
Smco1,0,0.046,0.032,0,0,0,0,0,0
Rnf168,32.568,10.022,3.847,25.39,41.047,10.325,6.936,17.636,17.636
Ubxn7,22.266,10.52,6.231,19.766,82.423,19.581,1.915,23.853,23.853
Tm4sf19,0.471,0,0,0.063,0.33,0,0,0,0
Tctex1d2,20.865,1.922,0.13,36.484,6.571,8.596,5.609,5.219,5.219
Pcyt1a,59.156,3.324,1.417,12.566,24.109,12.27,3.861,41.173,41.173
Slc51a,0,0.636,0.185,0.82,0.269,0,0,0,0
Zdhhc19,0,0,0,0.181,0,0,0,0,0
Tfrc,127.762,11.362,8.846,156.467,74.93,383.28,93.511,211.972,211.972
Tnk2,336.714,11.684,8.436,46.006,180.666,32.165,20.86,70.309,70.309
Tnk2os,8.502,0.373,0.206,0.682,17.277,0,0.636,0.161,0.161
Muc4,0,0.01,0.004,0.028,0,0,0.026,0,0
Muc20,0.069,0,0.01,0,0.097,0.422,0,0,0
Gm933,0,0,0,0.304,0,0,0,0,0
1700021K19Rik,33.308,7.629,1.959,7.996,29.878,13.366,9.218,11.992,11.992
Fyttd1,83.067,8.824,6.055,74.217,38.004,47.594,20.056,23.356,23.356
Lrch3,28.122,24.635,13.06,5.066,59.345,16.573,0.947,30.697,30.697
Iqcg,0.073,0.072,0.061,5.068,1.03,2.245,1.245,0.13,0.13
Rpl35a,307.758,353.679,359.357,1471.307,279.208,1333.255,648.168,2039.165,2039.165
Lmln,5.901,0.632,0.199,2.675,3.127,1.869,0,0.528,0.528
Mir1947,0,0,0,0,0,0,0,0,0
Osbpl11,42.276,21.723,10.439,21.541,112.718,11.197,7.894,19.222,19.222
Snx4,114.19,39.65,29.826,76.681,69.277,65.152,37.924,91.587,91.587
1700007L15Rik,1.782,4.792,3.942,3.389,3.886,11.496,22.9,4.309,4.309
Zfp148,35.465,14.479,7.931,10.922,57.904,22.286,11.602,32.731,32.731
Slc12a8,0.501,0.071,0.013,5.802,0.256,0.557,0.454,0.461,0.461
Heg1,26.182,6.511,2.259,1.622,54.476,12.009,1.543,32.618,32.618
Muc13,0.149,0.019,0,0.08,0.14,4.263,2.285,1.336,1.336
Itgb5,157.172,0,0.112,33.144,0.126,53.297,8.447,19.066,19.066
Umps,64.292,16.107,8.969,140.134,57.837,52.234,49.568,36.809,36.809
Kalrn,19.785,0.041,0.012,1.197,0.221,0.027,0,0.004,0.004
Ropn1,0,0,0,0,0,0,0,0,0
Ccdc14,6.484,1.532,0.737,27.391,8.582,6.163,2.083,2.26,2.26
Mylk,17.921,0,0,0.284,0.319,0,0.038,0.01,0.01
1700119H24Rik,0,0,0,0,0,0,0,0,0
E130310I04Rik,0.709,0,0,0.021,0.221,0,0,0,0
Hacd2,11.907,1.522,0.613,65.256,6.905,9.534,7.449,12.216,12.216
Adcy5,2.28,0.091,0.065,1.001,1.311,0.089,0,0.059,0.059
Sec22a,13.118,3.775,1.547,22.116,9.244,6.793,11.156,8.944,8.944
Pdia5,223.084,0,0,28.557,0.917,1.499,5.38,0.166,0.166
1600019K03Rik,5.582,0,0,0,0,0,0,0,0
Sema5b,1.818,0,0,3.004,0,0,0,0,0
Dirc2,23.453,13.198,6.008,16.26,42.612,3.275,10.298,15.384,15.384
Hspbap1,7.676,5.139,1.722,114.424,19.625,6.771,6.531,10.173,10.173
Parp14,0.775,33.276,15.611,7.572,21.559,19.137,12.975,30.06,30.06
Dtx3l,2.713,34.859,24.477,16.247,56.823,30.796,14.744,55.535,55.535
Parp9,4.151,44.907,23.936,18.845,25.828,41.978,40.963,38.938,38.938
Kpna1,87.612,20.241,8.246,165.146,50.31,36.186,20.093,42.692,42.692
Wdr5b,3.978,8.184,8.339,0.355,14.635,6.584,4.131,7.171,7.171
Fam162a,188.235,26.641,18.483,278.695,130.597,1096.163,1130.976,101.138,101.138
Ccdc58,30.311,7.023,4.807,125.738,31.479,94.826,46.227,17.659,17.659
Csta1,0,0,0,0,0.152,0,0,0,0
Stfa2l1,0,0,0,0,0,0,2.85,0,0
Gm5483,0,0,0,0.192,0,6.566,50.703,0,0
Gm6815,0,0.034,0.012,0.023,0.487,0,0,0.198,0.198
Gm5416,0,0,0,0,0,0,33.105,0,0
2010005H15Rik,0,0,0,0,0,5.992,180.984,0,0
Stfa1,0,0,0,0,0,0,0.706,0,0
BC117090,0,0,0,0,0,0,0,0,0
BC100530,0,0,0,0,0,1.025,0,0,0
Stfa2,0,0,0,0,0,1.069,23.009,0,0
Stfa3,0,0,0,0,0,0,3.579,0.182,0.182
Casr,0,0,0,0.07,0,0,0,0,0
Cd86,0.408,3.889,5.09,0.031,0.163,0,2.788,1.533,1.533
